Mt,Mh_calc,Stability,S_exact,S_approx
125,126.5,1,-1,-1
125,126.75,1,-1,-1
125,127,1,-1,-1
125,127.25,1,-1,-1
125,127.5,1,-1,-1
125,127.75,1,-1,-1
125,128,1,-1,-1
125,128.25,1,-1,-1
125,128.5,1,-1,-1
125,128.75,1,-1,-1
125,129,1,-1,-1
125,129.25,1,-1,-1
125,129.5,1,-1,-1
125,129.75,1,-1,-1
125,130,1,-1,-1
125,130.25,1,-1,-1
125,130.5,1,-1,-1
125,130.75,1,-1,-1
125,131,1,-1,-1
125,131.25,1,-1,-1
125,131.5,1,-1,-1
125,131.75,1,-1,-1
125,132,1,-1,-1
125,132.25,1,-1,-1
125,132.5,1,-1,-1
125,132.75,1,-1,-1
125,133,1,-1,-1
125,133.25,1,-1,-1
125,133.5,1,-1,-1
125,133.75,1,-1,-1
125,134,1,-1,-1
125,134.25,1,-1,-1
125,134.5,1,-1,-1
125,134.75,1,-1,-1
125,135,1,-1,-1
125,135.25,1,-1,-1
125,135.5,1,-1,-1
125,135.75,1,-1,-1
125,136,1,-1,-1
125,136.25,1,-1,-1
125,136.5,1,-1,-1
125,136.75,1,-1,-1
125,137,1,-1,-1
125,137.25,1,-1,-1
125,137.5,1,-1,-1
125,137.75,1,-1,-1
125,138,1,-1,-1
125,138.25,1,-1,-1
125,138.5,1,-1,-1
125,138.75,1,-1,-1
125,139,1,-1,-1
125,139.25,1,-1,-1
125,139.5,1,-1,-1
125,139.75,1,-1,-1
125,140,1,-1,-1
125,140.25,1,-1,-1
125,140.5,1,-1,-1
125,140.75,1,-1,-1
125,141,1,-1,-1
125,141.25,1,-1,-1
125,141.5,1,-1,-1
125,141.75,1,-1,-1
125,142,1,-1,-1
125,142.25,1,-1,-1
125,142.5,1,-1,-1
125,142.75,1,-1,-1
125,143,1,-1,-1
125,143.25,1,-1,-1
125,143.5,1,-1,-1
125,143.75,1,-1,-1
125,144,1,-1,-1
125,144.25,1,-1,-1
125,144.5,1,-1,-1
125,144.75,1,-1,-1
125,145,1,-1,-1
125,145.25,1,-1,-1
125,145.5,1,-1,-1
125,145.75,1,-1,-1
125,146,1,-1,-1
125,146.25,1,-1,-1
125,146.5,1,-1,-1
125,146.75,1,-1,-1
125,147,1,-1,-1
125,147.25,1,-1,-1
125,147.5,1,-1,-1
125,147.75,1,-1,-1
125,148,1,-1,-1
125,148.25,1,-1,-1
125,148.5,1,-1,-1
125,148.75,1,-1,-1
125,149,1,-1,-1
125,149.25,1,-1,-1
125,149.5,1,-1,-1
125,149.75,1,-1,-1
125,150,1,-1,-1
125,150.25,1,-1,-1
125,150.5,1,-1,-1
125,150.75,1,-1,-1
125,151,1,-1,-1
125,151.25,1,-1,-1
125,151.5,1,-1,-1
125,151.75,1,-1,-1
125,152,1,-1,-1
125,152.25,1,-1,-1
