phi,V_solver,dV_solver,d2V_solver,V_full,dV_full,d2V_full
9.377779134122e+007,6.316124792174e+028,2.860304410245e+021,9.859438380103e+013,6.316124792169e+028,2.860304410244e+021,9.859438380102e+013
9.414559401947e+007,6.421996419623e+028,2.896727942176e+021,9.945338343187e+013,6.421996419617e+028,2.896727942175e+021,9.945338343186e+013
9.451483924407e+007,6.529636710758e+028,2.933612895714e+021,1.003197955156e+014,6.529636710753e+028,2.933612895713e+021,1.003197955156e+014
9.488553267278e+007,6.639075122924e+028,2.970965089644e+021,1.011936835006e+014,6.639075122918e+028,2.970965089642e+021,1.011936835006e+014
9.525767998555e+007,6.750341602732e+028,3.008790415831e+021,1.020751113737e+014,6.750341602726e+028,3.008790415830e+021,1.020751113737e+014
9.563128688460e+007,6.863466594172e+028,3.047094840141e+021,1.029641436664e+014,6.863466594167e+028,3.047094840140e+021,1.029641436663e+014
9.600635909453e+007,6.978481046813e+028,3.085884403332e+021,1.038608480136e+014,6.978481046807e+028,3.085884403331e+021,1.038608480135e+014
9.638290236240e+007,7.095416424232e+028,3.125165222039e+021,1.047652849518e+014,7.095416424226e+028,3.125165222038e+021,1.047652849518e+014
9.676092245777e+007,7.214304712596e+028,3.164943489752e+021,1.056775232129e+014,7.214304712590e+028,3.164943489751e+021,1.056775232129e+014
9.714042517288e+007,7.335178429179e+028,3.205225477696e+021,1.065976295502e+014,7.335178429173e+028,3.205225477694e+021,1.065976295502e+014
9.752141632264e+007,7.458070631217e+028,3.246017535839e+021,1.075256712841e+014,7.458070631211e+028,3.246017535838e+021,1.075256712841e+014
9.790390174481e+007,7.583014924856e+028,3.287326093881e+021,1.084617163068e+014,7.583014924850e+028,3.287326093880e+021,1.084617163068e+014
9.828788730000e+007,7.710045474171e+028,3.329157662205e+021,1.094058357462e+014,7.710045474165e+028,3.329157662204e+021,1.094058357462e+014
9.867337887186e+007,7.839197010559e+028,3.371518832979e+021,1.103580933521e+014,7.839197010553e+028,3.371518832978e+021,1.103580933520e+014
9.906038236706e+007,7.970504842089e+028,3.414416281150e+021,1.113185614062e+014,7.970504842083e+028,3.414416281148e+021,1.113185614062e+014
9.944890371548e+007,8.104004862969e+028,3.457856765430e+021,1.122873101371e+014,8.104004862963e+028,3.457856765429e+021,1.122873101371e+014
9.983894887023e+007,8.239733563303e+028,3.501847129375e+021,1.132644103723e+014,8.239733563297e+028,3.501847129374e+021,1.132644103723e+014
1.002305238078e+008,8.377728038954e+028,3.546394302441e+021,1.142499335388e+014,8.377728038948e+028,3.546394302440e+021,1.142499335388e+014
1.006236345281e+008,8.518026001480e+028,3.591505301007e+021,1.152439544363e+014,8.518026001473e+028,3.591505301006e+021,1.152439544363e+014
1.010182870545e+008,8.660665788588e+028,3.637187229606e+021,1.162465401970e+014,8.660665788582e+028,3.637187229605e+021,1.162465401969e+014
1.014144874341e+008,8.805686374327e+028,3.683447281929e+021,1.172577668342e+014,8.805686374320e+028,3.683447281927e+021,1.172577668342e+014
1.018122417378e+008,8.953127379598e+028,3.730292741924e+021,1.182777082339e+014,8.953127379592e+028,3.730292741923e+021,1.182777082339e+014
1.022115560600e+008,9.103029082912e+028,3.777730984954e+021,1.193064389094e+014,9.103029082905e+028,3.777730984953e+021,1.193064389093e+014
1.026124365193e+008,9.255432431270e+028,3.825769478935e+021,1.203440340073e+014,9.255432431263e+028,3.825769478934e+021,1.203440340073e+014
1.030148892582e+008,9.410379051083e+028,3.874415785414e+021,1.213905721868e+014,9.410379051077e+028,3.874415785412e+021,1.213905721868e+014
1.034189204433e+008,9.567911259853e+028,3.923677560969e+021,1.224461241412e+014,9.567911259847e+028,3.923677560967e+021,1.224461241412e+014
1.038245362653e+008,9.728072077222e+028,3.973562558191e+021,1.235107698066e+014,9.728072077216e+028,3.973562558190e+021,1.235107698066e+014
1.042317429393e+008,9.890905236690e+028,4.024078626935e+021,1.245845869154e+014,9.890905236683e+028,4.024078626933e+021,1.245845869153e+014
1.046405467047e+008,1.005645519745e+029,4.075233715538e+021,1.256676538585e+014,1.005645519744e+029,4.075233715537e+021,1.256676538585e+014
1.050509538255e+008,1.022476715638e+029,4.127035872057e+021,1.271594434504e+014,1.022476715637e+029,4.127035872055e+021,1.271594434504e+014
1.054629705900e+008,1.039588706011e+029,4.179493245422e+021,1.278618571368e+014,1.039588706010e+029,4.179493245421e+021,1.278618571368e+014
1.058766033114e+008,1.056986161796e+029,4.232614086980e+021,1.289731506307e+014,1.056986161796e+029,4.232614086979e+021,1.289731506307e+014
1.062918583276e+008,1.074673831403e+029,4.286406751489e+021,1.300940142365e+014,1.074673831402e+029,4.286406751487e+021,1.300940142365e+014
1.067087420013e+008,1.092656542017e+029,4.340879698506e+021,1.312245297302e+014,1.092656542016e+029,4.340879698504e+021,1.312245297301e+014
1.071272607203e+008,1.110939200904e+029,4.396041493698e+021,1.323647795819e+014,1.110939200903e+029,4.396041493697e+021,1.323647795819e+014
1.075474208973e+008,1.129526796734e+029,4.451900810146e+021,1.335148500554e+014,1.129526796733e+029,4.451900810144e+021,1.335148500554e+014
1.079692289702e+008,1.148424400918e+029,4.508466429662e+021,1.346748188545e+014,1.148424400918e+029,4.508466429661e+021,1.346748188545e+014
1.083926914021e+008,1.167637169026e+029,4.565747244356e+021,1.358447736452e+014,1.167637169025e+029,4.565747244355e+021,1.358447736452e+014
1.088178146816e+008,1.187170342122e+029,4.623752257762e+021,1.370247997325e+014,1.187170342121e+029,4.623752257760e+021,1.370247997325e+014
1.092446053227e+008,1.207029248201e+029,4.682490586324e+021,1.382149831465e+014,1.207029248200e+029,4.682490586323e+021,1.382149831465e+014
1.096730698647e+008,1.227219303629e+029,4.741971460807e+021,1.394154106463e+014,1.227219303628e+029,4.741971460806e+021,1.394154106462e+014
1.101032148730e+008,1.247746014589e+029,4.802204227675e+021,1.406261729462e+014,1.247746014588e+029,4.802204227674e+021,1.406261729462e+014
1.105350469383e+008,1.268614978587e+029,4.863198350599e+021,1.418473518642e+014,1.268614978586e+029,4.863198350597e+021,1.418473518642e+014
1.109685726774e+008,1.289831885978e+029,4.924963412023e+021,1.430790395881e+014,1.289831885978e+029,4.924963412021e+021,1.430790395881e+014
1.114037987331e+008,1.311402521469e+029,4.987509114455e+021,1.443213258603e+014,1.311402521468e+029,4.987509114453e+021,1.443213258603e+014
1.118407317740e+008,1.333332765687e+029,5.050845282046e+021,1.455743011838e+014,1.333332765686e+029,5.050845282045e+021,1.455743011837e+014
1.122793784951e+008,1.355628596774e+029,5.114981862111e+021,1.468380568293e+014,1.355628596773e+029,5.114981862110e+021,1.468380568293e+014
1.127197456176e+008,1.378296091979e+029,5.179928926589e+021,1.481126881886e+014,1.378296091978e+029,5.179928926588e+021,1.481126881886e+014
1.131618398889e+008,1.401341429335e+029,5.245696673760e+021,1.493982814109e+014,1.401341429334e+029,5.245696673759e+021,1.493982814109e+014
1.136056680831e+008,1.424770889319e+029,5.312295429802e+021,1.506949334386e+014,1.424770889318e+029,5.312295429800e+021,1.506949334386e+014
1.140512370007e+008,1.448590856519e+029,5.379735650261e+021,1.520027386796e+014,1.448590856519e+029,5.379735650259e+021,1.520027386796e+014
1.144985534690e+008,1.472807821374e+029,5.448027921735e+021,1.533217923415e+014,1.472807821373e+029,5.448027921733e+021,1.533217923414e+014
1.149476243420e+008,1.497428381920e+029,5.517182963508e+021,1.546521904393e+014,1.497428381919e+029,5.517182963507e+021,1.546521904393e+014
1.153984565005e+008,1.522459245546e+029,5.587211629103e+021,1.559940332838e+014,1.522459245545e+029,5.587211629101e+021,1.559940332838e+014
1.158510568525e+008,1.547907230867e+029,5.658124908226e+021,1.573474115812e+014,1.547907230866e+029,5.658124908225e+021,1.573474115812e+014
1.163054323328e+008,1.573779269525e+029,5.729933928305e+021,1.587124272733e+014,1.573779269524e+029,5.729933928303e+021,1.587124272733e+014
1.167615899038e+008,1.600082408044e+029,5.802649956158e+021,1.600891796739e+014,1.600082408043e+029,5.802649956156e+021,1.600891796739e+014
1.172195365548e+008,1.626823809746e+029,5.876284399788e+021,1.614777689392e+014,1.626823809745e+029,5.876284399787e+021,1.614777689392e+014
1.176792793028e+008,1.654010756678e+029,5.950848810146e+021,1.628782960734e+014,1.654010756677e+029,5.950848810144e+021,1.628782960734e+014
1.181408251921e+008,1.681650651544e+029,6.026354882762e+021,1.642908665589e+014,1.681650651543e+029,6.026354882760e+021,1.642908665589e+014
1.186041812948e+008,1.709751019796e+029,6.102814459977e+021,1.657155758971e+014,1.709751019795e+029,6.102814459975e+021,1.657155758971e+014
1.190693547107e+008,1.738319511580e+029,6.180239532411e+021,1.671525312862e+014,1.738319511579e+029,6.180239532409e+021,1.671525312862e+014
1.195363525674e+008,1.767363903812e+029,6.258642240878e+021,1.686018372000e+014,1.767363903812e+029,6.258642240876e+021,1.686018372000e+014
1.200051820204e+008,1.796892102284e+029,6.338034878290e+021,1.700635989977e+014,1.796892102283e+029,6.338034878289e+021,1.700635989977e+014
1.204758502535e+008,1.826912143786e+029,6.418429891558e+021,1.720484330458e+014,1.826912143785e+029,6.418429891557e+021,1.720484330458e+014
1.209483644784e+008,1.857432198234e+029,6.499839883313e+021,1.730249199201e+014,1.857432198233e+029,6.499839883311e+021,1.730249199201e+014
1.214227319352e+008,1.888460571007e+029,6.582277614443e+021,1.745246905122e+014,1.888460571007e+029,6.582277614441e+021,1.745246905122e+014
1.218989598925e+008,1.920005705049e+029,6.665756005482e+021,1.760373474316e+014,1.920005705048e+029,6.665756005481e+021,1.760373474316e+014
1.223770556472e+008,1.952076183185e+029,6.750288138799e+021,1.775630005785e+014,1.952076183184e+029,6.750288138797e+021,1.775630005785e+014
1.228570265249e+008,1.984680730438e+029,6.835887260612e+021,1.791017607843e+014,1.984680730437e+029,6.835887260611e+021,1.791017607843e+014
1.233388798801e+008,2.017828216368e+029,6.922566783006e+021,1.806537437172e+014,2.017828216367e+029,6.922566783005e+021,1.806537437172e+014
1.238226230959e+008,2.051527657440e+029,7.010340285917e+021,1.822190543202e+014,2.051527657439e+029,7.010340285915e+021,1.822190543202e+014
1.243082635845e+008,2.085788219569e+029,7.099221519678e+021,1.837978101440e+014,2.085788219568e+029,7.099221519677e+021,1.837978101440e+014
1.247958087870e+008,2.120619220457e+029,7.189224406635e+021,1.853901258248e+014,2.120619220456e+029,7.189224406634e+021,1.853901258248e+014
1.252852661740e+008,2.156030132149e+029,7.280363043469e+021,1.869961169697e+014,2.156030132148e+029,7.280363043467e+021,1.869961169697e+014
1.257766432451e+008,2.192030583582e+029,7.372651703375e+021,1.886159001653e+014,2.192030583581e+029,7.372651703373e+021,1.886159001653e+014
1.262699475295e+008,2.228630363161e+029,7.466104838186e+021,1.902495970383e+014,2.228630363160e+029,7.466104838184e+021,1.902495970383e+014
1.267651865858e+008,2.265839421406e+029,7.560737080671e+021,1.918973180736e+014,2.265839421405e+029,7.560737080669e+021,1.918973180736e+014
1.272623680023e+008,2.303667873709e+029,7.656563247056e+021,1.935591868787e+014,2.303667873708e+029,7.656563247055e+021,1.935591868787e+014
1.277614993971e+008,2.342126002940e+029,7.753598338900e+021,1.952353240407e+014,2.342126002939e+029,7.753598338898e+021,1.952353240407e+014
1.282625884181e+008,2.381224262263e+029,7.851857545563e+021,1.969258511684e+014,2.381224262262e+029,7.851857545562e+021,1.969258511684e+014
1.287656427433e+008,2.420973277948e+029,7.951356246561e+021,1.986308909007e+014,2.420973277947e+029,7.951356246560e+021,1.986308909007e+014
1.292706700807e+008,2.461383852199e+029,8.052110013797e+021,2.003505711295e+014,2.461383852197e+029,8.052110013796e+021,2.003505711295e+014
1.297776781686e+008,2.502466966119e+029,8.154134614215e+021,2.020850081704e+014,2.502466966118e+029,8.154134614214e+021,2.020850081704e+014
1.302866747756e+008,2.544233782689e+029,8.257446012270e+021,2.038343319981e+014,2.544233782688e+029,8.257446012268e+021,2.038343319981e+014
1.307976677009e+008,2.586695649681e+029,8.362060372096e+021,2.055986694593e+014,2.586695649680e+029,8.362060372094e+021,2.055986694592e+014
1.313106647741e+008,2.629864102756e+029,8.467994060142e+021,2.073781484734e+014,2.629864102755e+029,8.467994060140e+021,2.073781484734e+014
1.318256738556e+008,2.673750868568e+029,8.575263647690e+021,2.091728980440e+014,2.673750868567e+029,8.575263647689e+021,2.091728980440e+014
1.323427028367e+008,2.718367867860e+029,8.683885913223e+021,2.109830526491e+014,2.718367867859e+029,8.683885913221e+021,2.109830526491e+014
1.328617596396e+008,2.763727218806e+029,8.793877845468e+021,2.128087347399e+014,2.763727218805e+029,8.793877845467e+021,2.128087347399e+014
1.333828522174e+008,2.809841240199e+029,8.905256645783e+021,2.146500809865e+014,2.809841240198e+029,8.905256645782e+021,2.146500809865e+014
1.339059885547e+008,2.856722454733e+029,9.018039730667e+021,2.165072248165e+014,2.856722454732e+029,9.018039730666e+021,2.165072248165e+014
1.344311766671e+008,2.904383592396e+029,9.132244734553e+021,2.183803007865e+014,2.904383592395e+029,9.132244734552e+021,2.183803007864e+014
1.349584246020e+008,2.952837593894e+029,9.247889512528e+021,2.202694445925e+014,2.952837593893e+029,9.247889512526e+021,2.202694445925e+014
1.354877404380e+008,3.002097614058e+029,9.364992142814e+021,2.221747976366e+014,3.002097614057e+029,9.364992142812e+021,2.221747976366e+014
1.360191322856e+008,3.052177025588e+029,9.483570930284e+021,2.240964888275e+014,3.052177025587e+029,9.483570930282e+021,2.240964888274e+014
1.365526082870e+008,3.103089422480e+029,9.603644408696e+021,2.260346618723e+014,3.103089422478e+029,9.603644408694e+021,2.260346618723e+014
1.370881766165e+008,3.154848623700e+029,9.725231343611e+021,2.279894571197e+014,3.154848623699e+029,9.725231343609e+021,2.279894571197e+014
1.376258454802e+008,3.207468676922e+029,9.848350735348e+021,2.299610161061e+014,3.207468676921e+029,9.848350735346e+021,2.299610161061e+014
1.381656231167e+008,3.260963862298e+029,9.973021821915e+021,2.326021256464e+014,3.260963862297e+029,9.973021821913e+021,2.326021256463e+014
1.387075177967e+008,3.315348696195e+029,1.009926408161e+022,2.339550021778e+014,3.315348696194e+029,1.009926408161e+022,2.339550021778e+014
1.392515378233e+008,3.370637935406e+029,1.022709723708e+022,2.359777136480e+014,3.370637935405e+029,1.022709723708e+022,2.359777136480e+014
1.397976915323e+008,3.426846580820e+029,1.035654125733e+022,2.380177670806e+014,3.426846580819e+029,1.035654125732e+022,2.380177670806e+014
1.403459872921e+008,3.483989881542e+029,1.048761636111e+022,2.400753101020e+014,3.483989881540e+029,1.048761636111e+022,2.400753101020e+014
1.408964335041e+008,3.542083338997e+029,1.062034302009e+022,2.421504915887e+014,3.542083338996e+029,1.062034302008e+022,2.421504915886e+014
1.414490386023e+008,3.601142711083e+029,1.075474196187e+022,2.442434665812e+014,3.601142711082e+029,1.075474196187e+022,2.442434665812e+014
1.420038110542e+008,3.661184016333e+029,1.089083417304e+022,2.463543766954e+014,3.661184016332e+029,1.089083417304e+022,2.463543766954e+014
1.425607593602e+008,3.722223538509e+029,1.102864090331e+022,2.484833795007e+014,3.722223538508e+029,1.102864090331e+022,2.484833795006e+014
1.431198920542e+008,3.784277830665e+029,1.116818366776e+022,2.506306289750e+014,3.784277830664e+029,1.116818366776e+022,2.506306289750e+014
1.436812177034e+008,3.847363719704e+029,1.130948425050e+022,2.527962803981e+014,3.847363719702e+029,1.130948425049e+022,2.527962803981e+014
1.442447449089e+008,3.911498310894e+029,1.145256470804e+022,2.549804903636e+014,3.911498310893e+029,1.145256470804e+022,2.549804903636e+014
1.448104823051e+008,3.976698992430e+029,1.159744737257e+022,2.571834218913e+014,3.976698992429e+029,1.159744737257e+022,2.571834218913e+014
1.453784385608e+008,4.042983440113e+029,1.174415485540e+022,2.594052240534e+014,4.042983440112e+029,1.174415485540e+022,2.594052240534e+014
1.459486223783e+008,4.110369622289e+029,1.189271005109e+022,2.616460625297e+014,4.110369622288e+029,1.189271005109e+022,2.616460625297e+014
1.465210424943e+008,4.178875804413e+029,1.204313614010e+022,2.639060992788e+014,4.178875804412e+029,1.204313614010e+022,2.639060992788e+014
1.470957076797e+008,4.248520554052e+029,1.219545659268e+022,2.661854976275e+014,4.248520554051e+029,1.219545659268e+022,2.661854976275e+014
1.476726267399e+008,4.319322745875e+029,1.234969517252e+022,2.684844222867e+014,4.319322745873e+029,1.234969517252e+022,2.684844222867e+014
1.482518085146e+008,4.391301566646e+029,1.250587594013e+022,2.708030446626e+014,4.391301566645e+029,1.250587594012e+022,2.708030446626e+014
1.488332618784e+008,4.464476520497e+029,1.266402325693e+022,2.731415216739e+014,4.464476520495e+029,1.266402325693e+022,2.731415216739e+014
1.494169957407e+008,4.538867434224e+029,1.282416178923e+022,2.755000275253e+014,4.538867434222e+029,1.282416178922e+022,2.755000275253e+014
1.500030190456e+008,4.614494462418e+029,1.298631651134e+022,2.778787325683e+014,4.614494462417e+029,1.298631651133e+022,2.778787325682e+014
1.505913407725e+008,4.691378092960e+029,1.315051270974e+022,2.802778085926e+014,4.691378092958e+029,1.315051270974e+022,2.802778085926e+014
1.511819699361e+008,4.769539152519e+029,1.331677598696e+022,2.826974288422e+014,4.769539152517e+029,1.331677598696e+022,2.826974288422e+014
1.517749155861e+008,4.848998812039e+029,1.348513226516e+022,2.851377735404e+014,4.848998812038e+029,1.348513226516e+022,2.851377735404e+014
1.523701868081e+008,4.929778592663e+029,1.365560779091e+022,2.875990078627e+014,4.929778592662e+029,1.365560779091e+022,2.875990078627e+014
1.529677927230e+008,5.011900371414e+029,1.382822913889e+022,2.900813149759e+014,5.011900371412e+029,1.382822913889e+022,2.900813149759e+014
1.535677424877e+008,5.095386386952e+029,1.400302321563e+022,2.925848740545e+014,5.095386386951e+029,1.400302321563e+022,2.925848740545e+014
1.541700452950e+008,5.180259245619e+029,1.418001726393e+022,2.951098657887e+014,5.180259245618e+029,1.418001726393e+022,2.951098657886e+014
1.547747103735e+008,5.266541927499e+029,1.435923886697e+022,2.976564723959e+014,5.266541927497e+029,1.435923886697e+022,2.976564723959e+014
1.553817469883e+008,5.354257792430e+029,1.454071595214e+022,3.002248833686e+014,5.354257792429e+029,1.454071595214e+022,3.002248833686e+014
1.559911644408e+008,5.443430586683e+029,1.472447679653e+022,3.028152725682e+014,5.443430586681e+029,1.472447679653e+022,3.028152725682e+014
1.566029720686e+008,5.534084449024e+029,1.491055003036e+022,3.054278325819e+014,5.534084449023e+029,1.491055003036e+022,3.054278325819e+014
1.572171792463e+008,5.626243917198e+029,1.509896464141e+022,3.080627518652e+014,5.626243917196e+029,1.509896464141e+022,3.080627518652e+014
1.578337953850e+008,5.719933934553e+029,1.528974997961e+022,3.107202204649e+014,5.719933934552e+029,1.528974997961e+022,3.107202204649e+014
1.584528299329e+008,5.815179856736e+029,1.548293576155e+022,3.134004300336e+014,5.815179856735e+029,1.548293576154e+022,3.134004300336e+014
1.590742923750e+008,5.912007458281e+029,1.567855207443e+022,3.161035798085e+014,5.912007458279e+029,1.567855207443e+022,3.161035798084e+014
1.596981922338e+008,6.010442940123e+029,1.587662938245e+022,3.188298527900e+014,6.010442940121e+029,1.587662938245e+022,3.188298527900e+014
1.603245390690e+008,6.110512936072e+029,1.607719852986e+022,3.215794514701e+014,6.110512936071e+029,1.607719852986e+022,3.215794514701e+014
1.609533424777e+008,6.212244520098e+029,1.628029074611e+022,3.243525740598e+014,6.212244520097e+029,1.628029074611e+022,3.243525740598e+014
1.615846120949e+008,6.315665213610e+029,1.648593765074e+022,3.271494204456e+014,6.315665213608e+029,1.648593765074e+022,3.271494204456e+014
1.622183575931e+008,6.420802992814e+029,1.669417125815e+022,3.299701983798e+014,6.420802992813e+029,1.669417125815e+022,3.299701983798e+014
1.628545886829e+008,6.527686296035e+029,1.690502398201e+022,3.328150988120e+014,6.527686296033e+029,1.690502398201e+022,3.328150988120e+014
1.634933151130e+008,6.636344031991e+029,1.711852864209e+022,3.356843328879e+014,6.636344031989e+029,1.711852864209e+022,3.356843328879e+014
1.641345466702e+008,6.746805586863e+029,1.733471846736e+022,3.385781073330e+014,6.746805586861e+029,1.733471846735e+022,3.385781073330e+014
1.647782931799e+008,6.859100832403e+029,1.755362710175e+022,3.414966306197e+014,6.859100832401e+029,1.755362710175e+022,3.414966306196e+014
1.654245645058e+008,6.973260133938e+029,1.777528860934e+022,3.444401129797e+014,6.973260133936e+029,1.777528860934e+022,3.444401129797e+014
1.660733705504e+008,7.089314358444e+029,1.799973747937e+022,3.474087728437e+014,7.089314358443e+029,1.799973747936e+022,3.474087728437e+014
1.667247212551e+008,7.207294882795e+029,1.822700863149e+022,3.504028111917e+014,7.207294882793e+029,1.822700863149e+022,3.504028111917e+014
1.673786266002e+008,7.327233602633e+029,1.845713742240e+022,3.534224500237e+014,7.327233602632e+029,1.845713742239e+022,3.534224500237e+014
1.680350966052e+008,7.449162940334e+029,1.869015964963e+022,3.564679067625e+014,7.449162940332e+029,1.869015964963e+022,3.564679067625e+014
1.686941413287e+008,7.573115853901e+029,1.892611155768e+022,3.595394006692e+014,7.573115853899e+029,1.892611155768e+022,3.595394006692e+014
1.693557708692e+008,7.699125845803e+029,1.916502984353e+022,3.626371528546e+014,7.699125845802e+029,1.916502984353e+022,3.626371528546e+014
1.700199953642e+008,7.827226971820e+029,1.940695166197e+022,3.657613929732e+014,7.827226971818e+029,1.940695166197e+022,3.657613929732e+014
1.706868249916e+008,7.957453850344e+029,1.965191463176e+022,3.689123325584e+014,7.957453850342e+029,1.965191463176e+022,3.689123325584e+014
1.713562699686e+008,8.089841671875e+029,1.989995684199e+022,3.720902050193e+014,8.089841671873e+029,1.989995684198e+022,3.720902050193e+014
1.720283405530e+008,8.224426207982e+029,2.015111685668e+022,3.752952390289e+014,8.224426207980e+029,2.015111685668e+022,3.752952390289e+014
1.727030470426e+008,8.361243821081e+029,2.040543372123e+022,3.785276651901e+014,8.361243821079e+029,2.040543372123e+022,3.785276651901e+014
1.733803997754e+008,8.500331474172e+029,2.066294696843e+022,3.817877160532e+014,8.500331474170e+029,2.066294696842e+022,3.817877160532e+014
1.740604091303e+008,8.641726740535e+029,2.092369662393e+022,3.850756330721e+014,8.641726740533e+029,2.092369662392e+022,3.850756330721e+014
1.747430855267e+008,8.785467814229e+029,2.118772321358e+022,3.883916388824e+014,8.785467814227e+029,2.118772321358e+022,3.883916388823e+014
1.754284394250e+008,8.931593520217e+029,2.145506776935e+022,3.917359788871e+014,8.931593520215e+029,2.145506776934e+022,3.917359788871e+014
1.761164813264e+008,9.080143324474e+029,2.172577183486e+022,3.951088935862e+014,9.080143324472e+029,2.172577183486e+022,3.951088935862e+014
1.768072217734e+008,9.231157344713e+029,2.199987747221e+022,3.985106255108e+014,9.231157344711e+029,2.199987747221e+022,3.985106255107e+014
1.775006713501e+008,9.384676361123e+029,2.227742726837e+022,4.019414192378e+014,9.384676361121e+029,2.227742726837e+022,4.019414192378e+014
1.781968406816e+008,9.540741827000e+029,2.255846434104e+022,4.054015286244e+014,9.540741826998e+029,2.255846434104e+022,4.054015286244e+014
1.788957404352e+008,9.699395880587e+029,2.284303234708e+022,4.088911879872e+014,9.699395880585e+029,2.284303234708e+022,4.088911879872e+014
1.795973813197e+008,9.860681355855e+029,2.313117548800e+022,4.124106553355e+014,9.860681355853e+029,2.313117548800e+022,4.124106553355e+014
1.803017740860e+008,1.002464179390e+030,2.342293851652e+022,4.159601836054e+014,1.002464179390e+030,2.342293851651e+022,4.159601836054e+014
1.810089295271e+008,1.019132145471e+030,2.371836674373e+022,4.195400278709e+014,1.019132145471e+030,2.371836674373e+022,4.195400278709e+014
1.817188584784e+008,1.036076532901e+030,2.401750604606e+022,4.231504453521e+014,1.036076532901e+030,2.401750604606e+022,4.231504453521e+014
1.824315718179e+008,1.053301914991e+030,2.432040287132e+022,4.267917029474e+014,1.053301914990e+030,2.432040287131e+022,4.267917029474e+014
1.831470804661e+008,1.070812940625e+030,2.462710424856e+022,4.304640472589e+014,1.070812940625e+030,2.462710424855e+022,4.304640472589e+014
1.838653953864e+008,1.088614335409e+030,2.493765779287e+022,4.341677495485e+014,1.088614335409e+030,2.493765779287e+022,4.341677495485e+014
1.845865275851e+008,1.106710902951e+030,2.525211171318e+022,4.379030758312e+014,1.106710902951e+030,2.525211171318e+022,4.379030758312e+014
1.853104881119e+008,1.125107526155e+030,2.557051481979e+022,4.416702943619e+014,1.125107526155e+030,2.557051481979e+022,4.416702943619e+014
1.860372880595e+008,1.143809168525e+030,2.589291653181e+022,4.465827994209e+014,1.143809168525e+030,2.589291653180e+022,4.465827994209e+014
1.867669385644e+008,1.162820875449e+030,2.621936688364e+022,4.493015003333e+014,1.162820875449e+030,2.621936688363e+022,4.493015003333e+014
1.874994508067e+008,1.182147775690e+030,2.654991653610e+022,4.531660279024e+014,1.182147775690e+030,2.654991653610e+022,4.531660279024e+014
1.882348360103e+008,1.201795082615e+030,2.688461678072e+022,4.570635435664e+014,1.201795082615e+030,2.688461678071e+022,4.570635435664e+014
1.889731054432e+008,1.221768095636e+030,2.722351954870e+022,4.609943270858e+014,1.221768095636e+030,2.722351954870e+022,4.609943270858e+014
1.897142704174e+008,1.242072201629e+030,2.756667741893e+022,4.649586605797e+014,1.242072201629e+030,2.756667741893e+022,4.649586605797e+014
1.904583422895e+008,1.262712876363e+030,2.791414362576e+022,4.689568366314e+014,1.262712876363e+030,2.791414362576e+022,4.689568366314e+014
1.912053324605e+008,1.283695685947e+030,2.826597206681e+022,4.729891260057e+014,1.283695685947e+030,2.826597206681e+022,4.729891260057e+014
1.919552523761e+008,1.305026288433e+030,2.862221731375e+022,4.770558260733e+014,1.305026288433e+030,2.862221731374e+022,4.770558260733e+014
1.927081135272e+008,1.326710435194e+030,2.898293461765e+022,4.811572285888e+014,1.326710435194e+030,2.898293461765e+022,4.811572285888e+014
1.934639274492e+008,1.348753972511e+030,2.934817991855e+022,4.852936277713e+014,1.348753972510e+030,2.934817991855e+022,4.852936277713e+014
1.942227057233e+008,1.371162843135e+030,2.971800985398e+022,4.894653203182e+014,1.371162843135e+030,2.971800985398e+022,4.894653203182e+014
1.949844599758e+008,1.393943087856e+030,3.009248176717e+022,4.936726138286e+014,1.393943087856e+030,3.009248176717e+022,4.936726138286e+014
1.957492018787e+008,1.417100847137e+030,3.047165371632e+022,4.979157932529e+014,1.417100847137e+030,3.047165371632e+022,4.979157932529e+014
1.965169431497e+008,1.440642362820e+030,3.085558448491e+022,5.021951712247e+014,1.440642362820e+030,3.085558448491e+022,5.021951712247e+014
1.972876955526e+008,1.464573979690e+030,3.124433358832e+022,5.065110545745e+014,1.464573979690e+030,3.124433358832e+022,5.065110545745e+014
1.980614708972e+008,1.488902147211e+030,3.163796128391e+022,5.108637527181e+014,1.488902147211e+030,3.163796128390e+022,5.108637527180e+014
1.988382810397e+008,1.513633421250e+030,3.203652858019e+022,5.152535776778e+014,1.513633421250e+030,3.203652858019e+022,5.152535776778e+014
1.996181378828e+008,1.538774465795e+030,3.244009724542e+022,5.196808528414e+014,1.538774465795e+030,3.244009724542e+022,5.196808528414e+014
2.004010533758e+008,1.564332054804e+030,3.284872981861e+022,5.241458780779e+014,1.564332054804e+030,3.284872981861e+022,5.241458780779e+014
2.011870395149e+008,1.590313074019e+030,3.326248961911e+022,5.286489820689e+014,1.590313074019e+030,3.326248961911e+022,5.286489820688e+014
2.019761083436e+008,1.616724522732e+030,3.368144075472e+022,5.331904874914e+014,1.616724522732e+030,3.368144075472e+022,5.331904874914e+014
2.027682719521e+008,1.643573515694e+030,3.410564813229e+022,5.377707197408e+014,1.643573515694e+030,3.410564813229e+022,5.377707197407e+014
2.035635424786e+008,1.670867285010e+030,3.453517746765e+022,5.423900069525e+014,1.670867285010e+030,3.453517746765e+022,5.423900069525e+014
