phi,V,dV_dphi,lambda_eff,beta_lambda
2.857690466078e+017,3.069753903755e+067,4.329760380458e+050,1.841207808273e-002,2.821992470590e-004
2.872014699149e+017,3.132241515409e+067,4.395854426450e+050,1.841486755100e-002,2.821762860267e-004
2.886410732737e+017,3.196001002411e+067,4.462957243172e+050,1.841765677114e-002,2.821533328051e-004
2.900878926744e+017,3.261058250248e+067,4.531084224795e+050,1.842044574323e-002,2.821303873945e-004
2.915419642874e+017,3.327439671188e+067,4.600251000377e+050,1.842323446733e-002,2.821074497952e-004
2.930033244648e+017,3.395172215000e+067,4.670473437442e+050,1.842602294351e-002,2.820845200075e-004
2.944720097406e+017,3.464283379890e+067,4.741767645622e+050,1.842881117183e-002,2.820615980317e-004
2.959480568319e+017,3.534801223662e+067,4.814149980350e+050,1.843159915238e-002,2.820386838682e-004
2.974315026401e+017,3.606754375104e+067,4.887637046608e+050,1.843438688520e-002,2.820157775173e-004
2.989223842513e+017,3.680172045610e+067,4.962245702735e+050,1.843717437038e-002,2.819928789794e-004
3.004207389377e+017,3.755084041029e+067,5.037993064294e+050,1.843996160798e-002,2.819699882546e-004
3.019266041582e+017,3.831520773768e+067,5.114896507993e+050,1.844274859806e-002,2.819471053435e-004
3.034400175596e+017,3.909513275131e+067,5.192973675671e+050,1.844553534070e-002,2.819242302462e-004
3.049610169772e+017,3.989093207912e+067,5.272242478341e+050,1.844832183597e-002,2.819013629631e-004
3.064896404361e+017,4.070292879246e+067,5.352721100299e+050,1.845110808392e-002,2.818785034945e-004
3.080259261520e+017,4.153145253720e+067,5.434428003292e+050,1.845389408463e-002,2.818556518408e-004
3.095699125320e+017,4.237683966754e+067,5.517381930748e+050,1.845667983817e-002,2.818328080023e-004
3.111216381761e+017,4.323943338245e+067,5.601601912078e+050,1.845946534461e-002,2.818099719792e-004
3.126811418772e+017,4.411958386499e+067,5.687107267034e+050,1.846225060401e-002,2.817871437719e-004
3.142484626232e+017,4.501764842444e+067,5.773917610143e+050,1.846503561644e-002,2.817643233808e-004
3.158236395972e+017,4.593399164126e+067,5.862052855200e+050,1.846782038197e-002,2.817415108061e-004
3.174067121785e+017,4.686898551508e+067,5.951533219835e+050,1.847060490066e-002,2.817187060482e-004
3.189977199442e+017,4.782300961566e+067,6.042379230147e+050,1.847338917259e-002,2.816959091074e-004
3.205967026696e+017,4.879645123692e+067,6.134611725414e+050,1.847617319782e-002,2.816731199840e-004
3.222037003292e+017,4.978970555411e+067,6.228251862864e+050,1.847895697642e-002,2.816503386784e-004
3.238187530980e+017,5.080317578418e+067,6.323321122530e+050,1.848174050846e-002,2.816275651907e-004
3.254419013526e+017,5.183727334943e+067,6.419841312175e+050,1.848452379401e-002,2.816047995215e-004
3.270731856717e+017,5.289241804445e+067,6.517834572287e+050,1.848730683313e-002,2.815820416709e-004
3.287126468374e+017,5.396903820649e+067,6.617323381159e+050,1.849008962589e-002,2.815592916394e-004
3.303603258364e+017,5.506757088930e+067,6.718330560041e+050,1.849287217237e-002,2.815365494272e-004
3.320162638608e+017,5.618846204043e+067,6.820879278373e+050,1.849565447262e-002,2.815138150346e-004
3.336805023090e+017,5.733216668230e+067,6.924993059092e+050,1.849843652672e-002,2.814910884620e-004
3.353530827872e+017,5.849914909675e+067,7.030695784031e+050,1.850121833473e-002,2.814683697097e-004
3.370340471100e+017,5.968988301354e+067,7.138011699390e+050,1.850399989673e-002,2.814456587780e-004
3.387234373014e+017,6.090485180250e+067,7.246965421295e+050,1.850678121277e-002,2.814229556672e-004
3.404212955965e+017,6.214454866979e+067,7.357581941442e+050,1.850956228293e-002,2.814002603777e-004
3.421276644417e+017,6.340947685794e+067,7.469886632825e+050,1.851234310728e-002,2.813775729097e-004
3.438425864962e+017,6.470014985015e+067,7.583905255555e+050,1.851512368589e-002,2.813548932636e-004
3.455661046334e+017,6.601709157861e+067,7.699663962762e+050,1.851790401881e-002,2.813322214397e-004
3.472982619412e+017,6.736083663714e+067,7.817189306594e+050,1.852068410613e-002,2.813095574383e-004
3.490391017236e+017,6.873193049811e+067,7.936508244301e+050,1.852346394791e-002,2.812869012598e-004
3.507886675017e+017,7.013092973381e+067,8.057648144417e+050,1.852624354421e-002,2.812642529044e-004
3.525470030148e+017,7.155840224229e+067,8.180636793031e+050,1.852902289510e-002,2.812416123725e-004
3.543141522214e+017,7.301492747781e+067,8.305502400161e+050,1.853180200066e-002,2.812189796643e-004
3.560901593002e+017,7.450109668599e+067,8.432273606217e+050,1.853458086095e-002,2.811963547803e-004
3.578750686515e+017,7.601751314372e+067,8.560979488568e+050,1.853735947604e-002,2.811737377207e-004
3.596689248982e+017,7.756479240398e+067,8.691649568209e+050,1.854013784599e-002,2.811511284858e-004
3.614717728867e+017,7.914356254561e+067,8.824313816524e+050,1.854291597088e-002,2.811285270760e-004
3.632836576884e+017,8.075446442818e+067,8.959002662164e+050,1.854569385077e-002,2.811059334916e-004
3.651046246004e+017,8.239815195206e+067,9.095746998012e+050,1.854847148573e-002,2.810833477328e-004
3.669347191471e+017,8.407529232372e+067,9.234578188276e+050,1.855124887583e-002,2.810607698001e-004
3.687739870808e+017,8.578656632653e+067,9.375528075668e+050,1.855402602114e-002,2.810381996936e-004
3.706224743835e+017,8.753266859697e+067,9.518628988712e+050,1.855680292172e-002,2.810156374139e-004
3.724802272673e+017,8.931430790650e+067,9.663913749150e+050,1.855957957764e-002,2.809930829610e-004
3.743472921762e+017,9.113220744920e+067,9.811415679466e+050,1.856235598898e-002,2.809705363355e-004
3.762237157869e+017,9.298710513519e+067,9.961168610527e+050,1.856513215580e-002,2.809479975375e-004
3.781095450101e+017,9.487975389006e+067,1.011320688934e+051,1.856790807816e-002,2.809254665674e-004
3.800048269916e+017,9.681092196044e+067,1.026756538690e+051,1.857068375613e-002,2.809029434256e-004
3.819096091135e+017,9.878139322565e+067,1.042427950624e+051,1.857345918980e-002,2.808804281123e-004
3.838239389956e+017,1.007919675159e+068,1.058338519049e+051,1.857623437921e-002,2.808579206278e-004
3.857478644962e+017,1.028434609366e+068,1.074491893114e+051,1.857900932444e-002,2.808354209726e-004
3.876814337134e+017,1.049367061999e+068,1.090891777640e+051,1.858178402556e-002,2.808129291467e-004
3.896246949867e+017,1.070725529621e+068,1.107541933969e+051,1.858455848263e-002,2.807904451507e-004
3.915776968977e+017,1.092518681690e+068,1.124446180829e+051,1.858733269573e-002,2.807679689849e-004
3.935404882715e+017,1.114755364070e+068,1.141608395203e+051,1.859010666492e-002,2.807455006494e-004
3.955131181780e+017,1.137444602625e+068,1.159032513226e+051,1.859288039028e-002,2.807230401447e-004
3.974956359330e+017,1.160595606882e+068,1.176722531079e+051,1.859565387186e-002,2.807005874710e-004
3.994880910996e+017,1.184217773764e+068,1.194682505911e+051,1.859842710973e-002,2.806781426287e-004
4.014905334893e+017,1.208320691406e+068,1.212916556766e+051,1.860120010397e-002,2.806557056181e-004
4.035030131633e+017,1.232914143043e+068,1.231428865529e+051,1.860397285465e-002,2.806332764395e-004
4.055255804336e+017,1.258008110983e+068,1.250223677883e+051,1.860674536182e-002,2.806108550932e-004
4.075582858646e+017,1.283612780655e+068,1.269305304281e+051,1.860951762556e-002,2.805884415796e-004
4.096011802739e+017,1.309738544741e+068,1.288678120939e+051,1.861228964594e-002,2.805660358989e-004
4.116543147341e+017,1.336396007395e+068,1.308346570832e+051,1.861506142303e-002,2.805436380514e-004
4.137177405735e+017,1.363595988547e+068,1.328315164719e+051,1.861783295689e-002,2.805212480376e-004
4.157915093781e+017,1.391349528288e+068,1.348588482174e+051,1.862060424759e-002,2.804988658576e-004
4.178756729920e+017,1.419667891353e+068,1.369171172633e+051,1.862337529520e-002,2.804764915118e-004
4.199702835195e+017,1.448562571694e+068,1.390067956466e+051,1.862614609978e-002,2.804541250005e-004
4.220753933260e+017,1.478045297137e+068,1.411283626052e+051,1.862891666142e-002,2.804317663241e-004
4.241910550392e+017,1.508128034149e+068,1.432823046884e+051,1.863168698016e-002,2.804094154828e-004
4.263173215510e+017,1.538822992684e+068,1.454691158679e+051,1.863445705609e-002,2.803870724770e-004
4.284542460180e+017,1.570142631146e+068,1.476892976512e+051,1.863722688928e-002,2.803647373069e-004
4.306018818635e+017,1.602099661438e+068,1.499433591968e+051,1.863999647977e-002,2.803424099729e-004
4.327602827784e+017,1.634707054121e+068,1.522318174303e+051,1.864276582766e-002,2.803200904753e-004
4.349295027230e+017,1.667978043680e+068,1.545551971637e+051,1.864553493300e-002,2.802977788144e-004
4.371095959277e+017,1.701926133887e+068,1.569140312148e+051,1.864830379587e-002,2.802754749906e-004
4.393006168952e+017,1.736565103288e+068,1.593088605300e+051,1.865107241632e-002,2.802531790040e-004
4.415026204009e+017,1.771909010787e+068,1.617402343081e+051,1.865384079444e-002,2.802308908552e-004
4.437156614951e+017,1.807972201354e+068,1.642087101259e+051,1.865660893028e-002,2.802086105443e-004
4.459397955040e+017,1.844769311844e+068,1.667148540664e+051,1.865937682392e-002,2.801863380716e-004
4.481750780310e+017,1.882315276935e+068,1.692592408483e+051,1.866214447543e-002,2.801640734376e-004
4.504215649583e+017,1.920625335188e+068,1.718424539577e+051,1.866491188487e-002,2.801418166424e-004
4.526793124482e+017,1.959715035231e+068,1.744650857821e+051,1.866767905230e-002,2.801195676865e-004
4.549483769445e+017,1.999600242065e+068,1.771277377457e+051,1.867044597781e-002,2.800973265701e-004
4.572288151738e+017,2.040297143503e+068,1.798310204478e+051,1.867321266145e-002,2.800750932935e-004
4.595206841474e+017,2.081822256737e+068,1.825755538024e+051,1.867597910330e-002,2.800528678570e-004
4.618240411620e+017,2.124192435040e+068,1.853619671803e+051,1.867874530343e-002,2.800306502611e-004
4.641389438017e+017,2.167424874602e+068,1.881908995533e+051,1.868151126189e-002,2.800084405059e-004
4.664654499392e+017,2.211537121510e+068,1.910629996409e+051,1.868427697877e-002,2.799862385917e-004
4.688036177372e+017,2.256547078863e+068,1.939789260587e+051,1.868704245412e-002,2.799640445190e-004
4.711535056501e+017,2.302473014040e+068,1.969393474696e+051,1.868980768802e-002,2.799418582880e-004
4.735151724251e+017,2.349333566107e+068,1.999449427368e+051,1.869257268054e-002,2.799196798990e-004
4.758886771042e+017,2.397147753382e+068,2.029964010795e+051,1.869533743174e-002,2.798975093523e-004
4.782740790249e+017,2.445934981151e+068,2.060944222309e+051,1.869810194169e-002,2.798753466483e-004
4.806714378225e+017,2.495715049540e+068,2.092397165985e+051,1.870086621046e-002,2.798531917873e-004
4.830808134311e+017,2.546508161547e+068,2.124330054270e+051,1.870363023812e-002,2.798310447694e-004
4.855022660852e+017,2.598334931242e+068,2.156750209633e+051,1.870639402473e-002,2.798089055952e-004
4.879358563213e+017,2.651216392129e+068,2.189665066248e+051,1.870915757037e-002,2.797867742649e-004
4.903816449791e+017,2.705174005676e+068,2.223082171695e+051,1.871192087510e-002,2.797646507787e-004
4.928396932037e+017,2.760229670028e+068,2.257009188687e+051,1.871468393900e-002,2.797425351371e-004
4.953100624462e+017,2.816405728887e+068,2.291453896834e+051,1.871744676212e-002,2.797204273403e-004
4.977928144661e+017,2.873724980579e+068,2.326424194417e+051,1.872020934454e-002,2.796983273886e-004
5.002880113322e+017,2.932210687301e+068,2.361928100203e+051,1.872297168633e-002,2.796762352824e-004
5.027957154248e+017,2.991886584562e+068,2.397973755283e+051,1.872573378755e-002,2.796541510219e-004
5.053159894363e+017,3.052776890809e+068,2.434569424935e+051,1.872849564827e-002,2.796320746075e-004
5.078488963740e+017,3.114906317258e+068,2.471723500520e+051,1.873125726857e-002,2.796100060395e-004
5.103944995605e+017,3.178300077910e+068,2.509444501407e+051,1.873401864850e-002,2.795879453181e-004
5.129528626361e+017,3.242983899790e+068,2.547741076919e+051,1.873677978814e-002,2.795658924438e-004
5.155240495599e+017,3.308984033379e+068,2.586622008323e+051,1.873954068756e-002,2.795438474167e-004
5.181081246119e+017,3.376327263263e+068,2.626096210837e+051,1.874230134682e-002,2.795218102373e-004
5.207051523939e+017,3.445040919005e+068,2.666172735675e+051,1.874506176599e-002,2.794997809058e-004
5.233151978319e+017,3.515152886225e+068,2.706860772120e+051,1.874782194515e-002,2.794777594225e-004
5.259383261770e+017,3.586691617918e+068,2.748169649634e+051,1.875058188435e-002,2.794557457878e-004
5.285746030078e+017,3.659686145997e+068,2.790108839989e+051,1.875334158367e-002,2.794337400020e-004
5.312240942311e+017,3.734166093067e+068,2.832687959444e+051,1.875610104318e-002,2.794117420653e-004
5.338868660844e+017,3.810161684448e+068,2.875916770945e+051,1.875886026294e-002,2.793897519781e-004
5.365629851373e+017,3.887703760431e+068,2.919805186366e+051,1.876161924303e-002,2.793677697407e-004
5.392525182926e+017,3.966823788796e+068,2.964363268774e+051,1.876437798350e-002,2.793457953533e-004
5.419555327891e+017,4.047553877571e+068,3.009601234741e+051,1.876713648444e-002,2.793238288164e-004
5.446720962020e+017,4.129926788066e+068,3.055529456684e+051,1.876989474590e-002,2.793018701302e-004
5.474022764458e+017,4.213975948153e+068,3.102158465241e+051,1.877265276796e-002,2.792799192951e-004
5.501461417750e+017,4.299735465839e+068,3.149498951682e+051,1.877541055068e-002,2.792579763112e-004
5.529037607863e+017,4.387240143092e+068,3.197561770363e+051,1.877816809414e-002,2.792360411791e-004
5.556752024205e+017,4.476525489966e+068,3.246357941213e+051,1.878092539839e-002,2.792141138988e-004
5.584605359637e+017,4.567627739006e+068,3.295898652255e+051,1.878368246352e-002,2.791921944709e-004
5.612598310494e+017,4.660583859945e+068,3.346195262175e+051,1.878643928958e-002,2.791702828955e-004
5.640731576601e+017,4.755431574700e+068,3.397259302922e+051,1.878919587666e-002,2.791483791730e-004
5.669005861291e+017,4.852209372678e+068,3.449102482351e+051,1.879195222480e-002,2.791264833037e-004
5.697421871422e+017,4.950956526391e+068,3.501736686906e+051,1.879470833409e-002,2.791045952879e-004
5.725980317398e+017,5.051713107383e+068,3.555173984343e+051,1.879746420459e-002,2.790827151259e-004
5.754681913179e+017,5.154520002489e+068,3.609426626498e+051,1.880021983637e-002,2.790608428181e-004
5.783527376308e+017,5.259418930421e+068,3.664507052092e+051,1.880297522949e-002,2.790389783647e-004
5.812517427923e+017,5.366452458692e+068,3.720427889582e+051,1.880573038404e-002,2.790171217660e-004
5.841652792776e+017,5.475664020883e+068,3.777201960053e+051,1.880848530007e-002,2.789952730224e-004
5.870934199253e+017,5.587097934264e+068,3.834842280160e+051,1.881123997765e-002,2.789734321341e-004
5.900362379391e+017,5.700799417770e+068,3.893362065107e+051,1.881399441686e-002,2.789515991015e-004
5.929938068896e+017,5.816814610347e+068,3.952774731679e+051,1.881674861775e-002,2.789297739249e-004
5.959662007161e+017,5.935190589667e+068,4.013093901310e+051,1.881950258040e-002,2.789079566045e-004
5.989534937287e+017,6.055975391224e+068,4.074333403211e+051,1.882225630489e-002,2.788861471408e-004
6.019557606098e+017,6.179218027825e+068,4.136507277534e+051,1.882500979126e-002,2.788643455339e-004
6.049730764163e+017,6.304968509466e+068,4.199629778595e+051,1.882776303960e-002,2.788425517843e-004
6.080055165812e+017,6.433277863625e+068,4.263715378131e+051,1.883051604998e-002,2.788207658922e-004
6.110531569157e+017,6.564198155954e+068,4.328778768627e+051,1.883326882245e-002,2.787989878580e-004
6.141160736110e+017,6.697782511409e+068,4.394834866673e+051,1.883602135709e-002,2.787772176818e-004
6.171943432401e+017,6.834085135791e+068,4.461898816387e+051,1.883877365397e-002,2.787554553641e-004
6.202880427598e+017,6.973161337741e+068,4.529985992885e+051,1.884152571316e-002,2.787337009052e-004
6.233972495130e+017,7.115067551172e+068,4.599112005804e+051,1.884427753472e-002,2.787119543054e-004
6.265220412299e+017,7.259861358164e+068,4.669292702875e+051,1.884702911873e-002,2.786902155649e-004
6.296624960304e+017,7.407601512320e+068,4.740544173559e+051,1.884978046525e-002,2.786684846841e-004
6.328186924262e+017,7.558347962599e+068,4.812882752731e+051,1.885253157434e-002,2.786467616633e-004
6.359907093222e+017,7.712161877637e+068,4.886325024423e+051,1.885528244609e-002,2.786250465027e-004
6.391786260190e+017,7.869105670555e+068,4.960887825627e+051,1.885803308055e-002,2.786033392028e-004
6.423825222149e+017,8.029243024280e+068,5.036588250147e+051,1.886078347780e-002,2.785816397639e-004
6.456024780072e+017,8.192638917374e+068,5.113443652521e+051,1.886353363790e-002,2.785599481861e-004
6.488385738951e+017,8.359359650396e+068,5.191471651994e+051,1.886628356093e-002,2.785382644699e-004
6.520908907811e+017,8.529472872792e+068,5.270690136558e+051,1.886903324694e-002,2.785165886155e-004
6.553595099734e+017,8.703047610338e+068,5.351117267047e+051,1.887178269602e-002,2.784949206233e-004
6.586445131875e+017,8.880154293138e+068,5.432771481303e+051,1.887453190822e-002,2.784732604935e-004
6.619459825488e+017,9.060864784197e+068,5.515671498396e+051,1.887728088362e-002,2.784516082265e-004
6.652640005941e+017,9.245252408563e+068,5.599836322914e+051,1.888002962229e-002,2.784299638225e-004
6.685986502741e+017,9.433391983078e+068,5.685285249319e+051,1.888277812428e-002,2.784083272820e-004
6.719500149552e+017,9.625359846720e+068,5.772037866367e+051,1.888552638968e-002,2.783866986051e-004
6.753181784216e+017,9.821233891572e+068,5.860114061595e+051,1.888827441855e-002,2.783650777923e-004
6.787032248777e+017,1.002109359442e+069,5.949534025882e+051,1.889102221096e-002,2.783434648437e-004
6.821052389497e+017,1.022502004897e+069,6.040318258067e+051,1.889376976698e-002,2.783218597598e-004
6.855243056883e+017,1.043309599878e+069,6.132487569654e+051,1.889651708667e-002,2.783002625407e-004
6.889605105702e+017,1.064540587080e+069,6.226063089576e+051,1.889926417011e-002,2.782786731870e-004
6.924139395007e+017,1.086203580959e+069,6.321066269035e+051,1.890201101736e-002,2.782570916987e-004
6.958846788158e+017,1.108307371232e+069,6.417518886421e+051,1.890475762849e-002,2.782355180763e-004
6.993728152841e+017,1.130860926438e+069,6.515443052299e+051,1.890750400358e-002,2.782139523201e-004
7.028784361092e+017,1.153873397577e+069,6.614861214473e+051,1.891025014268e-002,2.781923944303e-004
7.064016289318e+017,1.177354121824e+069,6.715796163133e+051,1.891299604586e-002,2.781708444073e-004
7.099424818320e+017,1.201312626311e+069,6.818271036075e+051,1.891574171321e-002,2.781493022514e-004
7.135010833311e+017,1.225758631997e+069,6.922309324001e+051,1.891848714478e-002,2.781277679628e-004
7.170775223945e+017,1.250702057607e+069,7.027934875902e+051,1.892123234064e-002,2.781062415420e-004
7.206718884334e+017,1.276153023657e+069,7.135171904522e+051,1.892397730086e-002,2.780847229892e-004
7.242842713069e+017,1.302121856560e+069,7.244044991906e+051,1.892672202551e-002,2.780632123046e-004
7.279147613250e+017,1.328619092811e+069,7.354579095028e+051,1.892946651466e-002,2.780417094887e-004
7.315634492500e+017,1.355655483265e+069,7.466799551517e+051,1.893221076838e-002,2.780202145418e-004
7.352304262993e+017,1.383241997493e+069,7.580732085452e+051,1.893495478674e-002,2.779987274640e-004
7.389157841476e+017,1.411389828237e+069,7.696402813263e+051,1.893769856979e-002,2.779772482558e-004
7.426196149290e+017,1.440110395943e+069,7.813838249713e+051,1.894044211763e-002,2.779557769175e-004
7.463420112394e+017,1.469415353400e+069,7.933065313968e+051,1.894318543030e-002,2.779343134493e-004
7.500830661390e+017,1.499316590460e+069,8.054111335771e+051,1.894592850788e-002,2.779128578515e-004
7.538428731543e+017,1.529826238867e+069,8.177004061698e+051,1.894867135044e-002,2.778914101246e-004
7.576215262807e+017,1.560956677172e+069,8.301771661517e+051,1.895141395805e-002,2.778699702687e-004
7.614191199847e+017,1.592720535757e+069,8.428442734643e+051,1.895415633077e-002,2.778485382842e-004
7.652357492064e+017,1.625130701956e+069,8.557046316685e+051,1.895689846868e-002,2.778271141715e-004
7.690715093617e+017,1.658200325284e+069,8.687611886106e+051,1.895964037184e-002,2.778056979307e-004
7.729264963447e+017,1.691942822769e+069,8.820169370968e+051,1.896238204033e-002,2.777842895622e-004
7.768008065304e+017,1.726371884395e+069,8.954749155794e+051,1.896512347420e-002,2.777628890664e-004
7.806945367768e+017,1.761501478651e+069,9.091382088528e+051,1.896786467353e-002,2.777414964435e-004
7.846077844272e+017,1.797345858201e+069,9.230099487601e+051,1.897060563839e-002,2.777201116938e-004
7.885406473131e+017,1.833919565665e+069,9.370933149104e+051,1.897334636885e-002,2.776987348177e-004
7.924932237562e+017,1.871237439511e+069,9.513915354078e+051,1.897608686497e-002,2.776773658154e-004
7.964656125712e+017,1.909314620081e+069,9.659078875903e+051,1.897882712682e-002,2.776560046873e-004
8.004579130681e+017,1.948166555727e+069,9.806456987810e+051,1.898156715447e-002,2.776346514337e-004
8.044702250544e+017,1.987809009077e+069,9.956083470501e+051,1.898430694800e-002,2.776133060548e-004
8.085026488382e+017,2.028258063430e+069,1.010799261989e+052,1.898704650746e-002,2.775919685510e-004
8.125552852304e+017,2.069530129278e+069,1.026221925497e+052,1.898978583294e-002,2.775706389226e-004
8.166282355471e+017,2.111641950961e+069,1.041879872575e+052,1.899252492449e-002,2.775493171699e-004
8.207216016121e+017,2.154610613461e+069,1.057776692141e+052,1.899526378218e-002,2.775280032932e-004
8.248354857600e+017,2.198453549326e+069,1.073916027848e+052,1.899800240609e-002,2.775066972929e-004
8.289699908379e+017,2.243188545747e+069,1.090301578921e+052,1.900074079628e-002,2.774853991691e-004
8.331252202088e+017,2.288833751766e+069,1.106937101003e+052,1.900347895282e-002,2.774641089223e-004
8.373012777536e+017,2.335407685640e+069,1.123826407015e+052,1.900621687578e-002,2.774428265527e-004
8.414982678739e+017,2.382929242352e+069,1.140973368034e+052,1.900895456523e-002,2.774215520607e-004
8.457162954948e+017,2.431417701272e+069,1.158381914171e+052,1.901169202123e-002,2.774002854465e-004
8.499554660671e+017,2.480892733977e+069,1.176056035481e+052,1.901442924386e-002,2.773790267105e-004
8.542158855703e+017,2.531374412231e+069,1.193999782869e+052,1.901716623319e-002,2.773577758530e-004
8.584976605152e+017,2.582883216123e+069,1.212217269025e+052,1.901990298928e-002,2.773365328742e-004
8.628008979463e+017,2.635440042374e+069,1.230712669360e+052,1.902263951220e-002,2.773152977745e-004
8.671257054447e+017,2.689066212812e+069,1.249490222966e+052,1.902537580202e-002,2.772940705542e-004
8.714721911310e+017,2.743783483019e+069,1.268554233587e+052,1.902811185881e-002,2.772728512136e-004
8.758404636674e+017,2.799614051157e+069,1.287909070602e+052,1.903084768264e-002,2.772516397531e-004
8.802306322611e+017,2.856580566966e+069,1.307559170030e+052,1.903358327357e-002,2.772304361728e-004
8.846428066664e+017,2.914706140953e+069,1.327509035543e+052,1.903631863168e-002,2.772092404732e-004
8.890770971879e+017,2.974014353764e+069,1.347763239500e+052,1.903905375703e-002,2.771880526545e-004
8.935336146832e+017,3.034529265748e+069,1.368326423992e+052,1.904178864970e-002,2.771668727171e-004
8.980124705654e+017,3.096275426713e+069,1.389203301907e+052,1.904452330974e-002,2.771457006612e-004
9.025137768061e+017,3.159277885885e+069,1.410398658010e+052,1.904725773724e-002,2.771245364871e-004
9.070376459382e+017,3.223562202063e+069,1.431917350037e+052,1.904999193225e-002,2.771033801953e-004
9.115841910587e+017,3.289154453990e+069,1.453764309810e+052,1.905272589486e-002,2.770822317859e-004
9.161535258315e+017,3.356081250924e+069,1.475944544364e+052,1.905545962511e-002,2.770610912592e-004
9.207457644902e+017,3.424369743431e+069,1.498463137098e+052,1.905819312310e-002,2.770399586157e-004
9.253610218409e+017,3.494047634399e+069,1.521325248935e+052,1.906092638887e-002,2.770188338556e-004
9.299994132654e+017,3.565143190268e+069,1.544536119508e+052,1.906365942251e-002,2.769977169792e-004
9.346610547236e+017,3.637685252497e+069,1.568101068356e+052,1.906639222408e-002,2.769766079868e-004
9.393460627569e+017,3.711703249259e+069,1.592025496148e+052,1.906912479365e-002,2.769555068787e-004
9.440545544906e+017,3.787227207375e+069,1.616314885916e+052,1.907185713129e-002,2.769344136553e-004
9.487866476374e+017,3.864287764493e+069,1.640974804309e+052,1.907458923706e-002,2.769133283168e-004
9.535424604998e+017,3.942916181512e+069,1.666010902876e+052,1.907732111104e-002,2.768922508635e-004
9.583221119734e+017,4.023144355259e+069,1.691428919352e+052,1.908005275330e-002,2.768711812958e-004
9.631257215497e+017,4.105004831424e+069,1.717234678978e+052,1.908278416390e-002,2.768501196140e-004
9.679534093192e+017,4.188530817761e+069,1.743434095831e+052,1.908551534291e-002,2.768290658184e-004
9.728052959743e+017,4.273756197552e+069,1.770033174184e+052,1.908824629040e-002,2.768080199092e-004
9.776815028126e+017,4.360715543351e+069,1.797038009875e+052,1.909097700644e-002,2.767869818868e-004
9.825821517393e+017,4.449444131002e+069,1.824454791708e+052,1.909370749110e-002,2.767659517515e-004
9.875073652709e+017,4.539977953944e+069,1.852289802869e+052,1.909643774444e-002,2.767449295037e-004
9.924572665382e+017,4.632353737810e+069,1.880549422366e+052,1.909916776654e-002,2.767239151435e-004
9.974319792887e+017,4.726608955321e+069,1.909240126487e+052,1.910189755747e-002,2.767029086714e-004
1.002431627891e+018,4.822781841478e+069,1.938368490289e+052,1.910462711729e-002,2.766819100876e-004
1.007456337336e+018,4.920911409072e+069,1.967941189097e+052,1.910735644607e-002,2.766609193925e-004
1.012506233242e+018,5.021037464501e+069,1.997965000040e+052,1.911008554389e-002,2.766399365863e-004
1.017581441856e+018,5.123200623915e+069,2.028446803599e+052,1.911281441080e-002,2.766189616694e-004
1.022682090059e+018,5.227442329687e+069,2.059393585183e+052,1.911554304688e-002,2.765979946420e-004
1.027808305368e+018,5.333804867219e+069,2.090812436730e+052,1.911827145220e-002,2.765770355045e-004
1.032960215938e+018,5.442331382087e+069,2.122710558334e+052,1.912099962682e-002,2.765560842572e-004
1.038137950568e+018,5.553065897540e+069,2.155095259888e+052,1.912372757082e-002,2.765351409004e-004
1.043341638700e+018,5.666053332353e+069,2.187973962764e+052,1.912645528427e-002,2.765142054344e-004
1.048571410427e+018,5.781339519039e+069,2.221354201511e+052,1.912918276722e-002,2.764932778596e-004
1.053827396495e+018,5.898971222440e+069,2.255243625578e+052,1.913191001976e-002,2.764723581761e-004
1.059109728302e+018,6.018996158686e+069,2.289650001069e+052,1.913463704195e-002,2.764514463844e-004
1.064418537907e+018,6.141463014548e+069,2.324581212525e+052,1.913736383386e-002,2.764305424847e-004
1.069753958032e+018,6.266421467179e+069,2.360045264720e+052,1.914009039555e-002,2.764096464774e-004
1.075116122061e+018,6.393922204261e+069,2.396050284504e+052,1.914281672710e-002,2.763887583628e-004
1.080505164049e+018,6.524016944557e+069,2.432604522661e+052,1.914554282858e-002,2.763678781411e-004
1.085921218722e+018,6.656758458886e+069,2.469716355798e+052,1.914826870005e-002,2.763470058127e-004
1.091364421483e+018,6.792200591521e+069,2.507394288262e+052,1.915099434158e-002,2.763261413778e-004
1.096834908411e+018,6.930398282022e+069,2.545646954093e+052,1.915371975324e-002,2.763052848369e-004
1.102332816269e+018,7.071407587517e+069,2.584483118997e+052,1.915644493511e-002,2.762844361902e-004
1.107858282504e+018,7.215285705432e+069,2.623911682355e+052,1.915916988725e-002,2.762635954380e-004
1.113411445254e+018,7.362090996684e+069,2.663941679260e+052,1.916189460972e-002,2.762427625806e-004
1.118992443349e+018,7.511883009349e+069,2.704582282591e+052,1.916461910260e-002,2.762219376184e-004
1.124601416313e+018,7.664722502808e+069,2.745842805107e+052,1.916734336596e-002,2.762011205516e-004
1.130238504370e+018,7.820671472384e+069,2.787732701585e+052,1.917006739986e-002,2.761803113806e-004
1.135903848450e+018,7.979793174481e+069,2.830261570984e+052,1.917279120437e-002,2.761595101056e-004
1.141597590184e+018,8.142152152237e+069,2.873439158642e+052,1.917551477957e-002,2.761387167270e-004
1.147319871918e+018,8.307814261693e+069,2.917275358511e+052,1.917823812552e-002,2.761179312451e-004
